Timestamp,fsmstate,global_armed,a_armed,a_firing,b_armed,b_firing,c_armed,c_firing,d_armed,d_firing
6777,0,0,1,0,0,0,1,0,0,0
6777,0,0,1,0,0,0,0,0,0,0
6777,0,0,1,0,0,0,1,0,0,0
6777,0,0,1,0,0,0,0,0,0,0
6777,0,0,1,0,0,0,1,0,0,0
6779,0,0,1,0,0,0,0,0,0,0
6779,0,0,1,0,0,0,1,0,0,0
6779,0,0,1,0,0,0,0,0,0,0
6781,0,0,1,0,0,0,1,0,0,0
6781,0,0,1,0,0,0,0,0,0,0
6781,0,0,1,0,0,0,1,0,0,0
6781,0,0,1,0,0,0,0,0,0,0
6783,0,0,1,0,0,0,1,0,0,0
6783,0,0,1,0,0,0,0,0,0,0
6783,0,0,1,0,0,0,1,0,0,0
6782,0,0,1,0,0,0,0,0,0,0
6785,0,0,1,0,0,0,1,0,0,0
6785,0,0,1,0,0,0,0,0,0,0
6785,0,0,1,0,0,0,1,0,0,0
6787,0,0,1,0,0,0,0,0,0,0
6787,0,0,1,0,0,0,1,0,0,0
6787,0,0,1,0,0,0,0,0,0,0
6788,0,0,1,0,0,0,1,0,0,0
6788,0,0,1,0,0,0,0,0,0,0
6789,0,0,1,0,0,0,1,0,0,0
6789,0,0,1,0,0,0,0,0,0,0
6789,0,0,1,0,0,0,1,0,0,0
6791,0,0,1,0,0,0,0,0,0,0
6791,0,0,1,0,0,0,1,0,0,0
6791,0,0,1,0,0,0,0,0,0,0
6793,0,0,1,0,0,0,1,0,0,0
6793,0,0,1,0,0,0,0,0,0,0
6793,0,0,1,0,0,0,1,0,0,0
6795,0,0,1,0,0,0,0,0,0,0
6795,0,0,1,0,0,0,1,0,0,0
6795,0,0,1,0,0,0,0,0,0,0
6795,0,0,1,0,0,0,1,0,0,0
6797,0,0,1,0,0,0,0,0,0,0
6797,0,0,1,0,0,0,1,0,0,0
6797,0,0,1,0,0,0,0,0,0,0
6799,0,0,1,0,0,0,1,0,0,0
6799,0,0,1,0,0,0,0,0,0,0
6799,0,0,1,0,0,0,1,0,0,0
6801,0,0,1,0,0,0,0,0,0,0
6801,0,0,1,0,0,0,1,0,0,0
6801,0,0,1,0,0,0,0,0,0,0
6803,0,0,1,0,0,0,1,0,0,0
6803,0,0,1,0,0,0,0,0,0,0
6803,0,0,1,0,0,0,1,0,0,0
6805,0,0,1,0,0,0,0,0,0,0
6805,0,0,1,0,0,0,1,0,0,0
6805,0,0,1,0,0,0,0,0,0,0
6807,0,0,1,0,0,0,1,0,0,0
6807,0,0,1,0,0,0,0,0,0,0
6807,0,0,1,0,0,0,1,0,0,0
6809,0,0,1,0,0,0,0,0,0,0
6809,0,0,1,0,0,0,1,0,0,0
6809,0,0,1,0,0,0,0,0,0,0
6811,0,0,1,0,0,0,1,0,0,0
6811,0,0,1,0,0,0,0,0,0,0
6811,0,0,1,0,0,0,1,0,0,0
6813,0,0,1,0,0,0,0,0,0,0
6813,0,0,1,0,0,0,1,0,0,0
6813,0,0,1,0,0,0,0,0,0,0
6815,0,0,1,0,0,0,1,0,0,0
6815,0,0,1,0,0,0,0,0,0,0
6815,0,0,1,0,0,0,1,0,0,0
6817,0,0,1,0,0,0,0,0,0,0
6817,0,0,1,0,0,0,1,0,0,0
6817,0,0,1,0,0,0,0,0,0,0
6819,0,0,1,0,0,0,1,0,0,0
6819,0,0,1,0,0,0,0,0,0,0
6819,0,0,1,0,0,0,1,0,0,0
6821,0,0,1,0,0,0,0,0,0,0
6821,0,0,1,0,0,0,1,0,0,0
6821,0,0,1,0,0,0,0,0,0,0
6821,0,0,1,0,0,0,1,0,0,0
6823,0,0,1,0,0,0,0,0,0,0
6823,0,0,1,0,0,0,1,0,0,0
6823,0,0,1,0,0,0,0,0,0,0
6825,0,0,1,0,0,0,1,0,0,0
6825,0,0,1,0,0,0,0,0,0,0
6825,0,0,1,0,0,0,1,0,0,0
6827,0,0,1,0,0,0,0,0,0,0
6827,0,0,1,0,0,0,1,0,0,0
6827,0,0,1,0,0,0,0,0,0,0
6829,0,0,1,0,0,0,1,0,0,0
6829,0,0,1,0,0,0,0,0,0,0
6829,0,0,1,0,0,0,1,0,0,0
6831,0,0,1,0,0,0,0,0,0,0
6833,0,0,1,0,0,0,1,0,0,0
6835,0,0,1,0,0,0,0,0,0,0
6837,0,0,1,0,0,0,1,0,0,0
6839,0,0,1,0,0,0,0,0,0,0
6838,0,0,1,0,0,0,1,0,0,0
6838,0,0,1,0,0,0,0,0,0,0
6831,0,0,1,0,0,0,1,0,0,0
6833,0,0,1,0,0,0,0,0,0,0
6835,0,0,1,0,0,0,1,0,0,0
6837,0,0,1,0,0,0,0,0,0,0
6839,0,0,1,0,0,0,1,0,0,0
6841,0,0,1,0,0,0,0,0,0,0
6831,0,0,1,0,0,0,1,0,0,0
6833,0,0,1,0,0,0,0,0,0,0
6835,0,0,1,0,0,0,1,0,0,0
6837,0,0,1,0,0,0,0,0,0,0
6839,0,0,1,0,0,0,1,0,0,0
6841,0,0,1,0,0,0,0,0,0,0
6841,0,0,1,0,0,0,1,0,0,0
6843,0,0,1,0,0,0,0,0,0,0
6843,0,0,1,0,0,0,1,0,0,0
6843,0,0,1,0,0,0,0,0,0,0
6845,0,0,1,0,0,0,1,0,0,0
6845,0,0,1,0,0,0,0,0,0,0
6845,0,0,1,0,0,0,1,0,0,0
6847,0,0,1,0,0,0,0,0,0,0
6847,0,0,1,0,0,0,1,0,0,0
6847,0,0,1,0,0,0,0,0,0,0
6847,0,0,1,0,0,0,1,0,0,0
6849,0,0,1,0,0,0,0,0,0,0
6849,0,0,1,0,0,0,1,0,0,0
6849,0,0,1,0,0,0,0,0,0,0
6851,0,0,1,0,0,0,1,0,0,0
6851,0,0,1,0,0,0,0,0,0,0
6851,0,0,1,0,0,0,1,0,0,0
6853,0,0,1,0,0,0,0,0,0,0
6853,0,0,1,0,0,0,1,0,0,0
6853,0,0,1,0,0,0,0,0,0,0
6855,0,0,1,0,0,0,1,0,0,0
6855,0,0,1,0,0,0,0,0,0,0
6855,0,0,1,0,0,0,1,0,0,0
6857,0,0,1,0,0,0,0,0,0,0
6857,0,0,1,0,0,0,1,0,0,0
6857,0,0,1,0,0,0,0,0,0,0
6859,0,0,1,0,0,0,1,0,0,0
6859,0,0,1,0,0,0,0,0,0,0
6859,0,0,1,0,0,0,1,0,0,0
6861,0,0,1,0,0,0,0,0,0,0
6861,0,0,1,0,0,0,1,0,0,0
6861,0,0,1,0,0,0,0,0,0,0
6863,0,0,1,0,0,0,1,0,0,0
6863,0,0,1,0,0,0,0,0,0,0
6863,0,0,1,0,0,0,1,0,0,0
6865,0,0,1,0,0,0,0,0,0,0
6865,0,0,1,0,0,0,1,0,0,0
6865,0,0,1,0,0,0,0,0,0,0
6867,0,0,1,0,0,0,1,0,0,0
6867,0,0,1,0,0,0,0,0,0,0
6867,0,0,1,0,0,0,1,0,0,0
6869,0,0,1,0,0,0,0,0,0,0
6869,0,0,1,0,0,0,1,0,0,0
6869,0,0,1,0,0,0,0,0,0,0
6871,0,0,1,0,0,0,1,0,0,0
6871,0,0,1,0,0,0,0,0,0,0
6871,0,0,1,0,0,0,1,0,0,0
6873,0,0,1,0,0,0,0,0,0,0
6873,0,0,1,0,0,0,1,0,0,0
6873,0,0,1,0,0,0,0,0,0,0
6873,0,0,1,0,0,0,1,0,0,0
6875,0,0,1,0,0,0,0,0,0,0
6875,0,0,1,0,0,0,1,0,0,0
6875,0,0,1,0,0,0,0,0,0,0
6877,0,0,1,0,0,0,1,0,0,0
6877,0,0,1,0,0,0,0,0,0,0
6877,0,0,1,0,0,0,1,0,0,0
6879,0,0,1,0,0,0,0,0,0,0
6879,0,0,1,0,0,0,1,0,0,0
6879,0,0,1,0,0,0,0,0,0,0
6881,0,0,1,0,0,0,1,0,0,0
6881,0,0,1,0,0,0,0,0,0,0
6881,0,0,1,0,0,0,1,0,0,0
6883,0,0,1,0,0,0,0,0,0,0
6883,0,0,1,0,0,0,1,0,0,0
6883,0,0,1,0,0,0,0,0,0,0
6885,0,0,1,0,0,0,1,0,0,0
6885,0,0,1,0,0,0,0,0,0,0
6885,0,0,1,0,0,0,1,0,0,0
6886,0,0,1,0,0,0,0,0,0,0
6887,0,0,1,0,0,0,1,0,0,0
6887,0,0,1,0,0,0,0,0,0,0
6887,0,0,1,0,0,0,1,0,0,0
6886,0,0,1,0,0,0,0,0,0,0
6888,0,0,1,0,0,0,1,0,0,0
6888,0,0,1,0,0,0,0,0,0,0
6889,0,0,1,0,0,0,1,0,0,0
6889,0,0,1,0,0,0,0,0,0,0
6889,0,0,1,0,0,0,1,0,0,0
6891,0,0,1,0,0,0,0,0,0,0
6891,0,0,1,0,0,0,1,0,0,0
6891,0,0,1,0,0,0,0,0,0,0
6890,0,0,1,0,0,0,1,0,0,0
6891,0,0,1,0,0,0,0,0,0,0
6893,0,0,1,0,0,0,1,0,0,0
6893,0,0,1,0,0,0,0,0,0,0
6893,0,0,1,0,0,0,1,0,0,0
6895,0,0,1,0,0,0,0,0,0,0
6895,0,0,1,0,0,0,1,0,0,0
6895,0,0,1,0,0,0,0,0,0,0
6897,0,0,1,0,0,0,1,0,0,0
6897,0,0,1,0,0,0,0,0,0,0
6897,0,0,1,0,0,0,1,0,0,0
6899,0,0,1,0,0,0,0,0,0,0
6899,0,0,1,0,0,0,1,0,0,0
6899,0,0,1,0,0,0,0,0,0,0
6899,0,0,1,0,0,0,1,0,0,0
6901,0,0,1,0,0,0,0,0,0,0
6901,0,0,1,0,0,0,1,0,0,0
6901,0,0,1,0,0,0,0,0,0,0
6903,0,0,1,0,0,0,1,0,0,0
6903,0,0,1,0,0,0,0,0,0,0
6903,0,0,1,0,0,0,1,0,0,0
6905,0,0,1,0,0,0,0,0,0,0
6905,0,0,1,0,0,0,1,0,0,0
6905,0,0,1,0,0,0,0,0,0,0
6907,0,0,1,0,0,0,1,0,0,0
6907,0,0,1,0,0,0,0,0,0,0
6907,0,0,1,0,0,0,1,0,0,0
6909,0,0,1,0,0,0,0,0,0,0
6909,0,0,1,0,0,0,1,0,0,0
6909,0,0,1,0,0,0,0,0,0,0
6911,0,0,1,0,0,0,1,0,0,0
6911,0,0,1,0,0,0,0,0,0,0
6911,0,0,1,0,0,0,1,0,0,0
6913,0,0,1,0,0,0,0,0,0,0
6913,0,0,1,0,0,0,1,0,0,0
6913,0,0,1,0,0,0,0,0,0,0
6915,0,0,1,0,0,0,1,0,0,0
6915,0,0,1,0,0,0,0,0,0,0
6915,0,0,1,0,0,0,1,0,0,0
6917,0,0,1,0,0,0,0,0,0,0
6917,0,0,1,0,0,0,1,0,0,0
6917,0,0,1,0,0,0,0,0,0,0
6919,0,0,1,0,0,0,1,0,0,0
6919,0,0,1,0,0,0,0,0,0,0
6919,0,0,1,0,0,0,1,0,0,0
6921,0,0,1,0,0,0,0,0,0,0
6921,0,0,1,0,0,0,1,0,0,0
6921,0,0,1,0,0,0,0,0,0,0
6923,0,0,1,0,0,0,1,0,0,0
6923,0,0,1,0,0,0,0,0,0,0
6923,0,0,1,0,0,0,1,0,0,0
6925,0,0,1,0,0,0,0,0,0,0
6925,0,0,1,0,0,0,1,0,0,0
6925,0,0,1,0,0,0,0,0,0,0
6925,0,0,1,0,0,0,1,0,0,0
6927,0,0,1,0,0,0,0,0,0,0
6927,0,0,1,0,0,0,1,0,0,0
6927,0,0,1,0,0,0,0,0,0,0
6929,0,0,1,0,0,0,1,0,0,0
6929,0,0,1,0,0,0,0,0,0,0
6929,0,0,1,0,0,0,1,0,0,0
6931,0,0,1,0,0,0,0,0,0,0
6931,0,0,1,0,0,0,1,0,0,0
6931,0,0,1,0,0,0,0,0,0,0
6933,0,0,1,0,0,0,1,0,0,0
6933,0,0,1,0,0,0,0,0,0,0
6933,0,0,1,0,0,0,1,0,0,0
6935,0,0,1,0,0,0,0,0,0,0
6935,0,0,1,0,0,0,1,0,0,0
6935,0,0,1,0,0,0,0,0,0,0
6937,0,0,1,0,0,0,1,0,0,0
6937,0,0,1,0,0,0,0,0,0,0
6939,0,0,1,0,0,0,1,0,0,0
6937,0,0,1,0,0,0,0,0,0,0
6939,0,0,1,0,0,0,1,0,0,0
6938,0,0,1,0,0,0,0,0,0,0
6938,0,0,1,0,0,0,1,0,0,0
6939,0,0,1,0,0,0,0,0,0,0
6941,0,0,1,0,0,0,1,0,0,0
6941,0,0,1,0,0,0,0,0,0,0
6941,0,0,1,0,0,0,1,0,0,0
6943,0,0,1,0,0,0,0,0,0,0
6943,0,0,1,0,0,0,1,0,0,0
6943,0,0,1,0,0,0,0,0,0,0
6945,0,0,1,0,0,0,1,0,0,0
6945,0,0,1,0,0,0,0,0,0,0
6945,0,0,1,0,0,0,1,0,0,0
6947,0,0,1,0,0,0,0,0,0,0
6947,0,0,1,0,0,0,1,0,0,0
6947,0,0,1,0,0,0,0,0,0,0
6949,0,0,1,0,0,0,1,0,0,0
6949,0,0,1,0,0,0,0,0,0,0
6949,0,0,1,0,0,0,1,0,0,0
6951,0,0,1,0,0,0,0,0,0,0
6951,0,0,1,0,0,0,1,0,0,0
6951,0,0,1,0,0,0,0,0,0,0
6951,0,0,1,0,0,0,1,0,0,0
6953,0,0,1,0,0,0,0,0,0,0
6953,0,0,1,0,0,0,1,0,0,0
6953,0,0,1,0,0,0,0,0,0,0
6955,0,0,1,0,0,0,1,0,0,0
6955,0,0,1,0,0,0,0,0,0,0
6955,0,0,1,0,0,0,1,0,0,0
6957,0,0,1,0,0,0,0,0,0,0
6957,0,0,1,0,0,0,1,0,0,0
6957,0,0,1,0,0,0,0,0,0,0
6956,0,0,1,0,0,0,1,0,0,0
6959,0,0,1,0,0,0,0,0,0,0
6959,0,0,1,0,0,0,1,0,0,0
6959,0,0,1,0,0,0,0,0,0,0
6961,0,0,1,0,0,0,1,0,0,0
6961,0,0,1,0,0,0,0,0,0,0
6961,0,0,1,0,0,0,1,0,0,0
6963,0,0,1,0,0,0,0,0,0,0
6963,0,0,1,0,0,0,1,0,0,0
6963,0,0,1,0,0,0,0,0,0,0
6965,0,0,1,0,0,0,1,0,0,0
6965,0,0,1,0,0,0,0,0,0,0
6965,0,0,1,0,0,0,1,0,0,0
6967,0,0,1,0,0,0,0,0,0,0
6967,0,0,1,0,0,0,1,0,0,0
6967,0,0,1,0,0,0,0,0,0,0
6969,0,0,1,0,0,0,1,0,0,0
6969,0,0,1,0,0,0,0,0,0,0
6969,0,0,1,0,0,0,1,0,0,0
6971,0,0,1,0,0,0,0,0,0,0
6971,0,0,1,0,0,0,1,0,0,0
6971,0,0,1,0,0,0,0,0,0,0
6973,0,0,1,0,0,0,1,0,0,0
6973,0,0,1,0,0,0,0,0,0,0
6973,0,0,1,0,0,0,1,0,0,0
6975,0,0,1,0,0,0,0,0,0,0
6975,0,0,1,0,0,0,1,0,0,0
6975,0,0,1,0,0,0,0,0,0,0
6977,0,0,1,0,0,0,1,0,0,0
6977,0,0,1,0,0,0,0,0,0,0
6977,0,0,1,0,0,0,1,0,0,0
6977,0,0,1,0,0,0,0,0,0,0
6979,0,0,1,0,0,0,1,0,0,0
6979,0,0,1,0,0,0,0,0,0,0
6979,0,0,1,0,0,0,1,0,0,0
6981,0,0,1,0,0,0,0,0,0,0
6981,0,0,1,0,0,0,1,0,0,0
6981,0,0,1,0,0,0,0,0,0,0
6983,0,0,1,0,0,0,1,0,0,0
6983,0,0,1,0,0,0,0,0,0,0
6983,0,0,1,0,0,0,1,0,0,0
6985,0,0,1,0,0,0,0,0,0,0
6985,0,0,1,0,0,0,1,0,0,0
6985,0,0,1,0,0,0,0,0,0,0
6987,0,0,1,0,0,0,1,0,0,0
6987,0,0,1,0,0,0,0,0,0,0
6987,0,0,1,0,0,0,1,0,0,0
6988,0,0,1,0,0,0,0,0,0,0
6988,0,0,1,0,0,0,1,0,0,0
6989,0,0,1,0,0,0,0,0,0,0
6989,0,0,1,0,0,0,1,0,0,0
6989,0,0,1,0,0,0,0,0,0,0
6991,0,0,1,0,0,0,1,0,0,0
6991,0,0,1,0,0,0,0,0,0,0
6991,0,0,1,0,0,0,1,0,0,0
6993,0,0,1,0,0,0,0,0,0,0
6993,0,0,1,0,0,0,1,0,0,0
6993,0,0,1,0,0,0,0,0,0,0
6995,0,0,1,0,0,0,1,0,0,0
6995,0,0,1,0,0,0,0,0,0,0
6995,0,0,1,0,0,0,1,0,0,0
6995,0,0,1,0,0,0,0,0,0,0
6995,0,0,1,0,0,0,1,0,0,0
6997,0,0,1,0,0,0,0,0,0,0
6997,0,0,1,0,0,0,1,0,0,0
6997,0,0,1,0,0,0,0,0,0,0
6999,0,0,1,0,0,0,1,0,0,0
6999,0,0,1,0,0,0,0,0,0,0
6999,0,0,1,0,0,0,1,0,0,0
6999,0,0,1,0,0,0,0,0,0,0
7000,0,0,1,0,0,0,1,0,0,0
7001,0,0,1,0,0,0,0,0,0,0
7001,0,0,1,0,0,0,1,0,0,0
7001,0,0,1,0,0,0,0,0,0,0
7003,0,0,1,0,0,0,1,0,0,0
7003,0,0,1,0,0,0,0,0,0,0
7003,0,0,1,0,0,0,1,0,0,0
7003,0,0,1,0,0,0,0,0,0,0
7005,0,0,1,0,0,0,1,0,0,0
7005,0,0,1,0,0,0,0,0,0,0
7005,0,0,1,0,0,0,1,0,0,0
7007,0,0,1,0,0,0,0,0,0,0
7007,0,0,1,0,0,0,1,0,0,0
7007,0,0,1,0,0,0,0,0,0,0
7009,0,0,1,0,0,0,1,0,0,0
7009,0,0,1,0,0,0,0,0,0,0
7009,0,0,1,0,0,0,1,0,0,0
7011,0,0,1,0,0,0,0,0,0,0
7011,0,0,1,0,0,0,1,0,0,0
7011,0,0,1,0,0,0,0,0,0,0
7013,0,0,1,0,0,0,1,0,0,0
7013,0,0,1,0,0,0,0,0,0,0
7013,0,0,1,0,0,0,1,0,0,0
7015,0,0,1,0,0,0,0,0,0,0
7015,0,0,1,0,0,0,1,0,0,0
7015,0,0,1,0,0,0,0,0,0,0
7017,0,0,1,0,0,0,1,0,0,0
7017,0,0,1,0,0,0,0,0,0,0
7017,0,0,1,0,0,0,1,0,0,0
7019,0,0,1,0,0,0,0,0,0,0
7019,0,0,1,0,0,0,1,0,0,0
7019,0,0,1,0,0,0,0,0,0,0
7021,0,0,1,0,0,0,1,0,0,0
7021,0,0,1,0,0,0,0,0,0,0
7021,0,0,1,0,0,0,1,0,0,0
7023,0,0,1,0,0,0,0,0,0,0
7023,0,0,1,0,0,0,1,0,0,0
7023,0,0,1,0,0,0,0,0,0,0
7025,0,0,1,0,0,0,1,0,0,0
7025,0,0,1,0,0,0,0,0,0,0
7025,0,0,1,0,0,0,1,0,0,0
7027,0,0,1,0,0,0,0,0,0,0
7027,0,0,1,0,0,0,1,0,0,0
7027,0,0,1,0,0,0,0,0,0,0
7029,0,0,1,0,0,0,1,0,0,0
7029,0,0,1,0,0,0,0,0,0,0
7029,0,0,1,0,0,0,1,0,0,0
7029,0,0,1,0,0,0,0,0,0,0
7031,0,0,1,0,0,0,1,0,0,0
7031,0,0,1,0,0,0,0,0,0,0
7031,0,0,1,0,0,0,1,0,0,0
7033,0,0,1,0,0,0,0,0,0,0
7033,0,0,1,0,0,0,1,0,0,0
7033,0,0,1,0,0,0,0,0,0,0
7035,0,0,1,0,0,0,1,0,0,0
7035,0,0,1,0,0,0,0,0,0,0
7035,0,0,1,0,0,0,1,0,0,0
7037,0,0,1,0,0,0,0,0,0,0
7037,0,0,1,0,0,0,1,0,0,0
7037,0,0,1,0,0,0,0,0,0,0
7038,0,0,1,0,0,0,1,0,0,0
7038,0,0,1,0,0,0,0,0,0,0
7039,0,0,1,0,0,0,1,0,0,0
7039,0,0,1,0,0,0,0,0,0,0
7039,0,0,1,0,0,0,1,0,0,0
7041,0,0,1,0,0,0,0,0,0,0
7041,0,0,1,0,0,0,1,0,0,0
7043,0,0,1,0,0,0,0,0,0,0
7041,0,0,1,0,0,0,1,0,0,0
7043,0,0,1,0,0,0,0,0,0,0
7043,0,0,1,0,0,0,1,0,0,0
7045,0,0,1,0,0,0,0,0,0,0
7045,0,0,1,0,0,0,1,0,0,0
7045,0,0,1,0,0,0,0,0,0,0
7047,0,0,1,0,0,0,1,0,0,0
7047,0,0,1,0,0,0,0,0,0,0
7047,0,0,1,0,0,0,1,0,0,0
7049,0,0,1,0,0,0,0,0,0,0
7049,0,0,1,0,0,0,1,0,0,0
7049,0,0,1,0,0,0,0,0,0,0
7051,0,0,1,0,0,0,1,0,0,0
7051,0,0,1,0,0,0,0,0,0,0
7051,0,0,1,0,0,0,1,0,0,0
7053,0,0,1,0,0,0,0,0,0,0
7053,0,0,1,0,0,0,1,0,0,0
7053,0,0,1,0,0,0,0,0,0,0
7055,0,0,1,0,0,0,1,0,0,0
7055,0,0,1,0,0,0,0,0,0,0
7055,0,0,1,0,0,0,1,0,0,0
7055,0,0,1,0,0,0,0,0,0,0
7057,0,0,1,0,0,0,1,0,0,0
7057,0,0,1,0,0,0,0,0,0,0
7057,0,0,1,0,0,0,1,0,0,0
7059,0,0,1,0,0,0,0,0,0,0
7059,0,0,1,0,0,0,1,0,0,0
7059,0,0,1,0,0,0,0,0,0,0
7061,0,0,1,0,0,0,1,0,0,0
7061,0,0,1,0,0,0,0,0,0,0
7061,0,0,1,0,0,0,1,0,0,0
7063,0,0,1,0,0,0,0,0,0,0
7063,0,0,1,0,0,0,1,0,0,0
7063,0,0,1,0,0,0,0,0,0,0
7065,0,0,1,0,0,0,1,0,0,0
7065,0,0,1,0,0,0,0,0,0,0
7065,0,0,1,0,0,0,1,0,0,0
7067,0,0,1,0,0,0,0,0,0,0
7067,0,0,1,0,0,0,1,0,0,0
7067,0,0,1,0,0,0,0,0,0,0
7069,0,0,1,0,0,0,1,0,0,0
7069,0,0,1,0,0,0,0,0,0,0
7069,0,0,1,0,0,0,1,0,0,0
7071,0,0,1,0,0,0,0,0,0,0
7071,0,0,1,0,0,0,1,0,0,0
7071,0,0,1,0,0,0,0,0,0,0
7073,0,0,1,0,0,0,1,0,0,0
7073,0,0,1,0,0,0,0,0,0,0
7073,0,0,1,0,0,0,1,0,0,0
7075,0,0,1,0,0,0,0,0,0,0
7075,0,0,1,0,0,0,1,0,0,0
7075,0,0,1,0,0,0,0,0,0,0
7077,0,0,1,0,0,0,1,0,0,0
7077,0,0,1,0,0,0,0,0,0,0
7077,0,0,1,0,0,0,1,0,0,0
7079,0,0,1,0,0,0,0,0,0,0
7079,0,0,1,0,0,0,1,0,0,0
7079,0,0,1,0,0,0,0,0,0,0
7081,0,0,1,0,0,0,1,0,0,0
7081,0,0,1,0,0,0,0,0,0,0
7081,0,0,1,0,0,0,1,0,0,0
7081,0,0,1,0,0,0,0,0,0,0
7083,0,0,1,0,0,0,1,0,0,0
7083,0,0,1,0,0,0,0,0,0,0
7083,0,0,1,0,0,0,1,0,0,0
7085,0,0,1,0,0,0,0,0,0,0
7085,0,0,1,0,0,0,1,0,0,0
7085,0,0,1,0,0,0,0,0,0,0
7087,0,0,1,0,0,0,1,0,0,0
7087,0,0,1,0,0,0,0,0,0,0
7087,0,0,1,0,0,0,1,0,0,0
7088,0,0,1,0,0,0,0,0,0,0
7088,0,0,1,0,0,0,1,0,0,0
7089,0,0,1,0,0,0,0,0,0,0
7089,0,0,1,0,0,0,1,0,0,0
7089,0,0,1,0,0,0,0,0,0,0
7091,0,0,1,0,0,0,1,0,0,0
7091,0,0,1,0,0,0,0,0,0,0
7091,0,0,1,0,0,0,1,0,0,0
7093,0,0,1,0,0,0,0,0,0,0
7093,0,0,1,0,0,0,1,0,0,0
7093,0,0,1,0,0,0,0,0,0,0
7095,0,0,1,0,0,0,1,0,0,0
7095,0,0,1,0,0,0,0,0,0,0
7095,0,0,1,0,0,0,1,0,0,0
7097,0,0,1,0,0,0,0,0,0,0
7097,0,0,1,0,0,0,1,0,0,0
7097,0,0,1,0,0,0,0,0,0,0
7099,0,0,1,0,0,0,1,0,0,0
7099,0,0,1,0,0,0,0,0,0,0
7099,0,0,1,0,0,0,1,0,0,0
7101,0,0,1,0,0,0,0,0,0,0
7101,0,0,1,0,0,0,1,0,0,0
7101,0,0,1,0,0,0,0,0,0,0
7103,0,0,1,0,0,0,1,0,0,0
7103,0,0,1,0,0,0,0,0,0,0
7103,0,0,1,0,0,0,1,0,0,0
7104,0,0,1,0,0,0,0,0,0,0
7105,0,0,1,0,0,0,1,0,0,0
7105,0,0,1,0,0,0,0,0,0,0
7105,0,0,1,0,0,0,1,0,0,0
7104,0,0,1,0,0,0,0,0,0,0
7107,0,0,1,0,0,0,1,0,0,0
7107,0,0,1,0,0,0,0,0,0,0
7107,0,0,1,0,0,0,1,0,0,0
7107,0,0,1,0,0,0,0,0,0,0
7109,0,0,1,0,0,0,1,0,0,0
7109,0,0,1,0,0,0,0,0,0,0
7109,0,0,1,0,0,0,1,0,0,0
7108,0,0,1,0,0,0,0,0,0,0
7109,0,0,1,0,0,0,1,0,0,0
7111,0,0,1,0,0,0,0,0,0,0
7111,0,0,1,0,0,0,1,0,0,0
7111,0,0,1,0,0,0,0,0,0,0
7113,0,0,1,0,0,0,1,0,0,0
7113,0,0,1,0,0,0,0,0,0,0
7113,0,0,1,0,0,0,1,0,0,0
7115,0,0,1,0,0,0,0,0,0,0
7115,0,0,1,0,0,0,1,0,0,0
7115,0,0,1,0,0,0,0,0,0,0
7117,0,0,1,0,0,0,1,0,0,0
7117,0,0,1,0,0,0,0,0,0,0
7117,0,0,1,0,0,0,1,0,0,0
7119,0,0,1,0,0,0,0,0,0,0
7119,0,0,1,0,0,0,1,0,0,0
7119,0,0,1,0,0,0,0,0,0,0
7121,0,0,1,0,0,0,1,0,0,0
7121,0,0,1,0,0,0,0,0,0,0
7121,0,0,1,0,0,0,1,0,0,0
7123,0,0,1,0,0,0,0,0,0,0
7123,0,0,1,0,0,0,1,0,0,0
7123,0,0,1,0,0,0,0,0,0,0
7125,0,0,1,0,0,0,1,0,0,0
7125,0,0,1,0,0,0,0,0,0,0
7125,0,0,1,0,0,0,1,0,0,0
7127,0,0,1,0,0,0,0,0,0,0
7127,0,0,1,0,0,0,1,0,0,0
7127,0,0,1,0,0,0,0,0,0,0
7129,0,0,1,0,0,0,1,0,0,0
7129,0,0,1,0,0,0,0,0,0,0
7129,0,0,1,0,0,0,1,0,0,0
7131,0,0,1,0,0,0,0,0,0,0
7131,0,0,1,0,0,0,1,0,0,0
7131,0,0,1,0,0,0,0,0,0,0
7133,0,0,1,0,0,0,1,0,0,0
7133,0,0,1,0,0,0,0,0,0,0
7133,0,0,1,0,0,0,1,0,0,0
7133,0,0,1,0,0,0,0,0,0,0
7135,0,0,1,0,0,0,1,0,0,0
7135,0,0,1,0,0,0,0,0,0,0
7135,0,0,1,0,0,0,1,0,0,0
7137,0,0,1,0,0,0,0,0,0,0
7137,0,0,1,0,0,0,1,0,0,0
7137,0,0,1,0,0,0,0,0,0,0
7138,0,0,1,0,0,0,1,0,0,0
7138,0,0,1,0,0,0,0,0,0,0
7139,0,0,1,0,0,0,1,0,0,0
7139,0,0,1,0,0,0,0,0,0,0
7139,0,0,1,0,0,0,1,0,0,0
7141,0,0,1,0,0,0,0,0,0,0
7141,0,0,1,0,0,0,1,0,0,0
7141,0,0,1,0,0,0,0,0,0,0
7143,0,0,1,0,0,0,1,0,0,0
7143,0,0,1,0,0,0,0,0,0,0
7143,0,0,1,0,0,0,1,0,0,0
7145,0,0,1,0,0,0,0,0,0,0
7145,0,0,1,0,0,0,1,0,0,0
7145,0,0,1,0,0,0,0,0,0,0
7147,0,0,1,0,0,0,1,0,0,0
7147,0,0,1,0,0,0,0,0,0,0
7147,0,0,1,0,0,0,1,0,0,0
7149,0,0,1,0,0,0,0,0,0,0
